"location_fips_code","location_name","location_type","population","state","county","metro"
"4826232","Flower Mound, TX","City",76630,"Texas","Denton County","Dallas-Fort Worth-Arlington, TX"
"4813552","Cedar Park, TX","City",76344,"Texas","Williamson County","Austin-Round Rock-Georgetown, TX"
"0423620","Flagstaff, AZ","City",76177,"Arizona","Coconino County","Flagstaff, AZ"
"2674900","Southfield, MI","City",76107,"Michigan","Oakland County","Detroit-Warren-Dearborn, MI"
"4652980","Rapid City, SD","City",75632,"South Dakota","Pennington County","Rapid City, SD"
"2771428","Woodbury, MN","City",75549,"Minnesota","Washington County","Minneapolis-St. Paul-Bloomington, MN-WI"
"1217935","Doral, FL","City",74891,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL"
"4561405","Rock Hill, SC","City",74170,"South Carolina","York County","Charlotte-Concord-Gastonia, NC-SC"
"0812415","Castle Rock, CO","City",74065,"Colorado","Douglas County","Denver-Aurora-Lakewood, CO"
"1239550","Lauderhill, FL","City",73987,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL"
"0809280","Broomfield, CO","City",73946,"Colorado","Broomfield County","Denver-Aurora-Lakewood, CO"
"08014","Broomfield County, CO","County",73946,"Colorado","Broomfield County","Denver-Aurora-Lakewood, CO"
"5357535","Redmond, WA","City",73728,"Washington","King County","Seattle-Tacoma-Bellevue, WA"
"4846452","Mansfield, TX","City",73680,"Texas","Tarrant County","Dallas-Fort Worth-Arlington, TX"
"2426000","Ellicott City, MD","City",73589,"Maryland","Howard County","Baltimore-Columbia-Towson, MD"
"2642160","Kalamazoo, MI","City",73342,"Michigan","Kalamazoo County","Kalamazoo-Portage, MI"
"1216525","Daytona Beach, FL","City",73329,"Florida","Volusia County","Deltona-Daytona Beach-Ormond Beach, FL"
"38035","Grand Forks County, ND","County",72927,"North Dakota","Grand Forks County","Grand Forks, ND-MN"
"5114440","Centreville, VA","City",72680,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"2108902","Bowling Green, KY","City",72385,"Kentucky","Warren County","Bowling Green, KY"
"2524960","Framingham, MA","City",71805,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH"
"4829336","Georgetown, TX","City",71788,"Texas","Williamson County","Austin-Round Rock-Georgetown, TX"
"0662364","Rocklin, CA","City",71676,"California","Placer County","Sacramento-Roseville-Folsom, CA"
"2432650","Glen Burnie, MD","City",71427,"Maryland","Anne Arundel County","Baltimore-Columbia-Towson, MD"
"0620018","Dublin, CA","City",71068,"California","Alameda County","San Francisco-Oakland-Berkeley, CA"
"1077580","Wilmington, DE","City",71034,"Delaware","New Castle County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
"4530850","Greenville, SC","City",70838,"South Carolina","Greenville County","Greenville-Anderson, SC"
"1840788","Lafayette, IN","City",70828,"Indiana","Tippecanoe County","Lafayette-West Lafayette, IN"
"2964082","St. Charles, MO","City",70687,"Missouri","St. Charles County","St. Louis, MO-IL"
"0610046","Camarillo, CA","City",70622,"California","Ventura County","Oxnard-Thousand Oaks-Ventura, CA"
"3403580","Bayonne, NJ","City",70497,"New Jersey","Hudson County","New York-Newark-Jersey City, NY-NJ-PA"
"1854180","Noblesville, IN","City",70442,"Indiana","Hamilton County","Indianapolis-Carmel-Anderson, IN"
"51199","York County, VA","County",70238,"Virginia","York County","Virginia Beach-Norfolk-Newport News, VA-NC"
"4852356","North Richland Hills, TX","City",70114,"Texas","Tarrant County","Dallas-Fort Worth-Arlington, TX"
"2740166","Maple Grove, MN","City",70110,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI"
"2706382","Blaine, MN","City",70047,"Minnesota","Anoka County","Minneapolis-St. Paul-Bloomington, MN-WI"
"0683346","Walnut Creek, CA","City",69809,"California","Contra Costa County","San Francisco-Oakland-Berkeley, CA"
"38101","Ward County, ND","County",69532,"North Dakota","Ward County","Minot, ND"
"13285","Troup County, GA","County",69527,"Georgia","Troup County","LaGrange, GA-AL"
"0681204","Union City, CA","City",69502,"California","Alameda County","San Francisco-Oakland-Berkeley, CA"
"2431175","Gaithersburg, MD","City",69016,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"2756896","St. Cloud, MN","City",68910,"Minnesota","Stearns County","St. Cloud, MN"
"1275875","Wesley Chapel, FL","City",68814,"Florida","Pasco County","Tampa-St. Petersburg-Clearwater, FL"
"1983910","West Des Moines, IA","City",68744,"Iowa","Polk County","Des Moines-West Des Moines, IA"
"1902305","Ankeny, IA","City",68392,"Iowa","Polk County","Des Moines-West Des Moines, IA"
"2717288","Eagan, MN","City",68262,"Minnesota","Dakota County","Minneapolis-St. Paul-Bloomington, MN-WI"
"2064500","Shawnee, KS","City",67671,"Kansas","Johnson County","Kansas City, MO-KS"
"4865600","San Marcos, TX","City",67143,"Texas","Hays County","Austin-Round Rock-Georgetown, TX"
"2467675","Rockville, MD","City",67142,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"2407125","Bethesda, MD","City",66316,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"1301696","Alpharetta, GA","City",65884,"Georgia","Fulton County","Atlanta-Sandy Springs-Alpharetta, GA"
"46083","Lincoln County, SD","County",65801,"South Dakota","Lincoln County","Sioux Falls, SD"
"3701520","Apex, NC","City",65541,"North Carolina","Wake County","Raleigh-Cary, NC"
"4875428","Victoria, TX","City",65481,"Texas","Victoria County","Victoria, TX"
"2537875","Malden, MA","City",65463,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH"
"2572600","Waltham, MA","City",64711,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH"
"4857176","Pflugerville, TX","City",64528,"Texas","Travis County","Austin-Round Rock-Georgetown, TX"
"0550450","North Little Rock, AR","City",64454,"Arkansas","Pulaski County","Little Rock-North Little Rock-Conway, AR"
"0639248","Laguna Niguel, CA","City",64259,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"2708794","Burnsville, MN","City",64075,"Minnesota","Dakota County","Minneapolis-St. Paul-Bloomington, MN-WI"
"4869596","Spring, TX","City",63930,"Texas","Harris County","Houston-The Woodlands-Sugar Land, TX"
"2718116","Eden Prairie, MN","City",63623,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI"
"1829898","Greenwood, IN","City",63579,"Indiana","Johnson County","Indianapolis-Carmel-Anderson, IN"
"4950150","Millcreek, UT","City",63520,"Utah","Salt Lake County","Salt Lake City, UT"
"1250750","Ocala, FL","City",63504,"Florida","Marion County","Ocala, FL"
"3103950","Bellevue, NE","City",63336,"Nebraska","Sarpy County","Omaha-Council Bluffs, NE-IA"
"5338038","Lakewood, WA","City",63142,"Washington","Pierce County","Seattle-Tacoma-Bellevue, WA"
"0816495","Commerce City, CO","City",63050,"Colorado","Adams County","Denver-Aurora-Lakewood, CO"
"1916860","Council Bluffs, IA","City",62670,"Iowa","Pottawattamie County","Omaha-Council Bluffs, NE-IA"
"4842016","Leander, TX","City",62491,"Texas","Williamson County","Austin-Round Rock-Georgetown, TX"
"5166672","Reston, VA","City",62339,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"4169600","Springfield, OR","City",61740,"Oregon","Lane County","Eugene-Springfield, OR"
"4733280","Hendersonville, TN","City",61589,"Tennessee","Sumner County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"1254350","Palm Harbor, FL","City",61589,"Florida","Pinellas County","Tampa-St. Petersburg-Clearwater, FL"
"1349756","Marietta, GA","City",61387,"Georgia","Cobb County","Atlanta-Sandy Springs-Alpharetta, GA"
"1263650","Sanford, FL","City",61272,"Florida","Seminole County","Orlando-Kissimmee-Sanford, FL"
"3733120","Huntersville, NC","City",61202,"North Carolina","Mecklenburg County","Charlotte-Concord-Gastonia, NC-SC"
"0640004","La Mesa, CA","City",60888,"California","San Diego County","San Diego-Chula Vista-Carlsbad, CA"
"5358235","Richland, WA","City",60867,"Washington","Benton County","Kennewick-Richland, WA"
"4824768","Euless, TX","City",60360,"Texas","Tarrant County","Dallas-Fort Worth-Arlington, TX"
"1249450","North Miami, FL","City",59854,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL"
"4975360","Taylorsville, UT","City",59729,"Utah","Salt Lake County","Salt Lake City, UT"
"3681677","White Plains, NY","City",59421,"New York","Westchester County","New York-Newark-Jersey City, NY-NJ-PA"
"1254075","Palm Beach Gardens, FL","City",59088,"Florida","Palm Beach County","Miami-Fort Lauderdale-Pompano Beach, FL"
"3832060","Grand Forks, ND","City",58935,"North Dakota","Grand Forks County","Grand Forks, ND-MN"
"3711800","Chapel Hill, NC","City",58919,"North Carolina","Orange County","Durham-Chapel Hill, NC"
"0857630","Parker, CO","City",58733,"Colorado","Douglas County","Denver-Aurora-Lakewood, CO"
"5363960","Shoreline, WA","City",58673,"Washington","King County","Seattle-Tacoma-Bellevue, WA"
"2408775","Bowie, MD","City",57922,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"2478425","Towson, MD","City",57617,"Maryland","Baltimore County","Baltimore-Columbia-Towson, MD"
"1213275","Coconut Creek, FL","City",57574,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL"
"2039350","Lenexa, KS","City",57497,"Kansas","Johnson County","Kansas City, MO-KS"
"2578972","Weymouth Town, MA","City",57300,"Massachusetts","Norfolk County","Boston-Cambridge-Newton, MA-NH"
"2405950","Bel Air South, MD","City",57109,"Maryland","Harford County","Baltimore-Columbia-Towson, MD"
"0145784","Madison, AL","City",56967,"Alabama","Madison County","Huntsville, AL"
"3709060","Burlington, NC","City",56951,"North Carolina","Alamance County","Burlington, NC"
"1310944","Brookhaven, GA","City",56848,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA"
"1224581","Four Corners, FL","City",56537,"Florida","Osceola County","Orlando-Kissimmee-Sanford, FL"
"5336745","Lacey, WA","City",56263,"Washington","Thurston County","Olympia-Lacey-Tumwater, WA"
"4820092","DeSoto, TX","City",55882,"Texas","Dallas County","Dallas-Fort Worth-Arlington, TX"
"1371492","Smyrna, GA","City",55863,"Georgia","Cobb County","Atlanta-Sandy Springs-Alpharetta, GA"
"1207950","Bradenton, FL","City",55795,"Florida","Manatee County","North Port-Sarasota-Bradenton, FL"
"3451210","New Brunswick, NJ","City",55718,"New Jersey","Middlesex County","New York-Newark-Jersey City, NY-NJ-PA"
"1264175","Sarasota, FL","City",55508,"Florida","Sarasota County","North Port-Sarasota-Bradenton, FL"
"1378800","Valdosta, GA","City",55266,"Georgia","Lowndes County","Valdosta, GA"
"0410530","Casa Grande, AZ","City",55186,"Arizona","Pinal County","Phoenix-Mesa-Chandler, AZ"
"4173650","Tigard, OR","City",55161,"Oregon","Washington County","Portland-Vancouver-Hillsboro, OR-WA"
"5351300","Olympia, WA","City",55151,"Washington","Thurston County","Olympia-Lacey-Tumwater, WA"
"2869280","Southaven, MS","City",54908,"Mississippi","DeSoto County","Memphis, TN-MS-AR"
"2552490","Peabody, MA","City",54204,"Massachusetts","Essex County","Boston-Cambridge-Newton, MA-NH"
"1255925","Pensacola, FL","City",54059,"Florida","Escambia County","Pensacola-Ferry Pass-Brent, FL"
"1754885","Oak Park, IL","City",53834,"Illinois","Cook County","Chicago-Naperville-Elgin, IL-IN-WI"
"4769420","Smyrna, TN","City",53760,"Tennessee","Rutherford County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"1781048","Wheaton, IL","City",53673,"Illinois","DuPage County","Chicago-Naperville-Elgin, IL-IN-WI"
"2743252","Minnetonka, MN","City",53529,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI"
"3008950","Bozeman, MT","City",53500,"Montana","Gallatin County","Bozeman, MT"
"1256975","Pinellas Park, FL","City",53352,"Florida","Pinellas County","Tampa-St. Petersburg-Clearwater, FL"
"4828068","Galveston, TX","City",53265,"Texas","Galveston County","Houston-The Woodlands-Sugar Land, TX"
"4872392","Texas City, TX","City",53084,"Texas","Galveston County","Houston-The Woodlands-Sugar Land, TX"
"2718188","Edina, MN","City",53037,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI"
"2483775","Wheaton, MD","City",52775,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"3479610","West New York, NJ","City",52438,"New Jersey","Hudson County","New York-Newark-Jersey City, NY-NJ-PA"
"0600947","Aliso Viejo, CA","City",51896,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"0657526","Placentia, CA","City",51797,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"1735411","Hoffman Estates, IL","City",51744,"Illinois","Cook County","Chicago-Naperville-Elgin, IL-IN-WI"
"1324768","Dunwoody, GA","City",51458,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA"
"4770580","Spring Hill, TN","City",51319,"Tennessee","Maury County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"0655184","Palm Desert, CA","City",51290,"California","Riverside County","Riverside-San Bernardino-Ontario, CA"
"4716420","Collierville, TN","City",51170,"Tennessee","Shelby County","Memphis, TN-MS-AR"
"1214895","Country Club, FL","City",50975,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL"
"1849932","Mishawaka, IN","City",50899,"Indiana","St. Joseph County","South Bend-Mishawaka, IN-MI"
"1814734","Columbus, IN","City",50896,"Indiana","Bartholomew County","Columbus, IN"
"1278275","Winter Haven, FL","City",50778,"Florida","Polk County","Lakeland-Winter Haven, FL"
"4830644","Grapevine, TX","City",50763,"Texas","Tarrant County","Dallas-Fort Worth-Arlington, TX"
"4953230","Murray, UT","City",50041,"Utah","Salt Lake County","Salt Lake City, UT"
"3744220","Mooresville, NC","City",50025,"North Carolina","Iredell County","Charlotte-Concord-Gastonia, NC-SC"
"1720591","Downers Grove, IL","City",49996,"Illinois","DuPage County","Chicago-Naperville-Elgin, IL-IN-WI"
"1838358","Jeffersonville, IN","City",49771,"Indiana","Clark County","Louisville/Jefferson County, KY-IN"
"2456337","North Bethesda, MD","City",49763,"Maryland","Montgomery County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"1214250","Coral Gables, FL","City",49696,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL"
"2757220","St. Louis Park, MN","City",49500,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI"
"4807132","Bedford, TX","City",49455,"Texas","Tarrant County","Dallas-Fort Worth-Arlington, TX"
"3922694","Dublin, OH","City",48893,"Ohio","Franklin County","Columbus, OH"
"2521990","Everett, MA","City",48685,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH"
"4839952","Kyle, TX","City",48484,"Texas","Hays County","Austin-Round Rock-Georgetown, TX"
"2831020","Hattiesburg, MS","City",48466,"Mississippi","Forrest County","Hattiesburg, MS"
"5144984","Leesburg, VA","City",48465,"Virginia","Loudoun County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"4843012","Little Elm, TX","City",48241,"Texas","Denton County","Dallas-Fort Worth-Arlington, TX"
"0947290","Middletown, CT","City",48152,"Connecticut","Middlesex County","Hartford-East Hartford-Middletown, CT"
"5307380","Bothell, WA","City",47917,"Washington","King County","Seattle-Tacoma-Bellevue, WA"
"0659587","Rancho Santa Margarita, CA","City",47702,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"0608100","Brea, CA","City",47099,"California","Orange County","Los Angeles-Long Beach-Anaheim, CA"
"0457450","Prescott Valley, AZ","City",47015,"Arizona","Yavapai County","Prescott Valley-Prescott, AZ"
"5114968","Charlottesville, VA","City",46289,"Virginia","Charlottesville city","Charlottesville, VA"
"1200950","Altamonte Springs, FL","City",45772,"Florida","Seminole County","Orlando-Kissimmee-Sanford, FL"
"4831928","Haltom City, TX","City",45771,"Texas","Tarrant County","Dallas-Fort Worth-Arlington, TX"
"3428680","Hackensack, NJ","City",45758,"New Jersey","Bergen County","New York-Newark-Jersey City, NY-NJ-PA"
"1979950","Urbandale, IA","City",45591,"Iowa","Polk County","Des Moines-West Des Moines, IA"
"0845255","Littleton, CO","City",45531,"Colorado","Arapahoe County","Denver-Aurora-Lakewood, CO"
"5103320","Ashburn, VA","City",45479,"Virginia","Loudoun County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"0466820","Sierra Vista, AZ","City",45212,"Arizona","Cochise County","Sierra Vista-Douglas, AZ"
"2458300","Odenton, MD","City",45026,"Maryland","Anne Arundel County","Baltimore-Columbia-Towson, MD"
"3925970","Fairfield, OH","City",44602,"Ohio","Butler County","Cincinnati, OH-KY-IN"
"4872530","The Colony, TX","City",44323,"Texas","Denton County","Dallas-Fort Worth-Arlington, TX"
"1744407","Lombard, IL","City",44055,"Illinois","DuPage County","Chicago-Naperville-Elgin, IL-IN-WI"
"4867496","Sherman, TX","City",44052,"Texas","Grayson County","Sherman-Denison, TX"
"5307695","Bremerton, WA","City",43983,"Washington","Kitsap County","Bremerton-Silverdale-Port Orchard, WA"
"3731060","Hickory, NC","City",43352,"North Carolina","Catawba County","Hickory-Lenoir-Morganton, NC"
"1249475","North Miami Beach, FL","City",43269,"Florida","Miami-Dade County","Miami-Fort Lauderdale-Pompano Beach, FL"
"0665028","San Bruno, CA","City",43218,"California","San Mateo County","San Francisco-Oakland-Berkeley, CA"
"1331908","Gainesville, GA","City",42780,"Georgia","Hall County","Gainesville, GA"
"5148952","Manassas, VA","City",42620,"Virginia","Manassas city","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"5187312","Woodbridge, VA","City",42619,"Virginia","Prince William County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"5356695","Puyallup, WA","City",42610,"Washington","Pierce County","Seattle-Tacoma-Bellevue, WA"
"4816612","Coppell, TX","City",42513,"Texas","Dallas County","Dallas-Fort Worth-Arlington, TX"
"4716540","Columbia, TN","City",42474,"Tennessee","Maury County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"5101912","Annandale, VA","City",42330,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"1359735","Peachtree Corners, GA","City",42147,"Georgia","Gwinnett County","Atlanta-Sandy Springs-Alpharetta, GA"
"40540","Rock Springs, WY","Metro",42079,"","","Rock Springs, WY"
"56037","Sweetwater County, WY","County",42079,"Wyoming","Sweetwater County","Rock Springs, WY"
"4876816","Waxahachie, TX","City",41801,"Texas","Ellis County","Dallas-Fort Worth-Arlington, TX"
"2117848","Covington, KY","City",40923,"Kentucky","Kenton County","Cincinnati, OH-KY-IN"
"2401600","Annapolis, MD","City",40719,"Maryland","Anne Arundel County","Baltimore-Columbia-Towson, MD"
"4140550","Lake Oswego, OR","City",40457,"Oregon","Clackamas County","Portland-Vancouver-Hillsboro, OR-WA"
"0617568","Culver City, CA","City",40357,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA"
"1765442","Romeoville, IL","City",40132,"Illinois","Will County","Chicago-Naperville-Elgin, IL-IN-WI"
"4835576","Hurst, TX","City",40053,"Texas","Tarrant County","Dallas-Fort Worth-Arlington, TX"
"5340840","Lynnwood, WA","City",39867,"Washington","Snohomish County","Seattle-Tacoma-Bellevue, WA"
"3424420","Fort Lee, NJ","City",39799,"New Jersey","Bergen County","New York-Newark-Jersey City, NY-NJ-PA"
"1711332","Carol Stream, IL","City",39656,"Illinois","DuPage County","Chicago-Naperville-Elgin, IL-IN-WI"
"4741520","Lebanon, TN","City",39562,"Tennessee","Wilson County","Nashville-Davidson--Murfreesboro--Franklin, TN"
"5333805","Issaquah, WA","City",39400,"Washington","King County","Seattle-Tacoma-Bellevue, WA"
"1781087","Wheeling, IL","City",38823,"Illinois","Cook County","Chicago-Naperville-Elgin, IL-IN-WI"
"1359724","Peachtree City, GA","City",38414,"Georgia","Fayette County","Atlanta-Sandy Springs-Alpharetta, GA"
"1216875","DeLand, FL","City",38392,"Florida","Volusia County","Deltona-Daytona Beach-Ormond Beach, FL"
"1278325","Winter Springs, FL","City",38205,"Florida","Seminole County","Orlando-Kissimmee-Sanford, FL"
"0854330","Northglenn, CO","City",37948,"Colorado","Adams County","Denver-Aurora-Lakewood, CO"
"0648648","Monrovia, CA","City",37656,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA"
"1377652","Tucker, GA","City",36994,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA"
"2754214","Richfield, MN","City",36809,"Minnesota","Hennepin County","Minneapolis-St. Paul-Bloomington, MN-WI"
"3935476","Hilliard, OH","City",36103,"Ohio","Franklin County","Columbus, OH"
"2755852","Roseville, MN","City",36066,"Minnesota","Ramsey County","Minneapolis-St. Paul-Bloomington, MN-WI"
"4825452","Farmers Branch, TX","City",35985,"Texas","Dallas County","Dallas-Fort Worth-Arlington, TX"
"5578600","Sun Prairie, WI","City",35847,"Wisconsin","Dane County","Madison, WI"
"4841440","La Porte, TX","City",35782,"Texas","Harris County","Houston-The Woodlands-Sugar Land, TX"
"4254656","Norristown, PA","City",35712,"Pennsylvania","Montgomery County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
"4949710","Midvale, UT","City",35609,"Utah","Salt Lake County","Salt Lake City, UT"
"5377105","Wenatchee, WA","City",35365,"Washington","Chelan County","Wenatchee, WA"
"0684410","West Hollywood, CA","City",35358,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA"
"1323900","Douglasville, GA","City",35252,"Georgia","Douglas County","Atlanta-Sandy Springs-Alpharetta, GA"
"2573440","Watertown Town, MA","City",35181,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH"
"1384176","Woodstock, GA","City",35171,"Georgia","Cherokee County","Atlanta-Sandy Springs-Alpharetta, GA"
"5126875","Fair Oaks, VA","City",35130,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"2459425","Owings Mills, MD","City",34999,"Maryland","Baltimore County","Baltimore-Columbia-Towson, MD"
"0657764","Pleasant Hill, CA","City",34504,"California","Contra Costa County","San Francisco-Oakland-Berkeley, CA"
"1254700","Panama City, FL","City",34254,"Florida","Bay County","Panama City, FL"
"0824785","Englewood, CO","City",33634,"Colorado","Arapahoe County","Denver-Aurora-Lakewood, CO"
"1343192","Kennesaw, GA","City",33360,"Georgia","Cobb County","Atlanta-Sandy Springs-Alpharetta, GA"
"0884440","Wheat Ridge, CO","City",32263,"Colorado","Jefferson County","Denver-Aurora-Lakewood, CO"
"4876864","Weatherford, TX","City",32168,"Texas","Parker County","Dallas-Fort Worth-Arlington, TX"
"4500550","Aiken, SC","City",32014,"South Carolina","Aiken County","Augusta-Richmond County, GA-SC"
"4815364","Cleburne, TX","City",31849,"Texas","Johnson County","Dallas-Fort Worth-Arlington, TX"
"1324600","Duluth, GA","City",31742,"Georgia","Gwinnett County","Atlanta-Sandy Springs-Alpharetta, GA"
"1216335","Dania Beach, FL","City",31700,"Florida","Broward County","Miami-Fort Lauderdale-Pompano Beach, FL"
"3725480","Garner, NC","City",31684,"North Carolina","Wake County","Raleigh-Cary, NC"
"3714700","Cornelius, NC","City",31396,"North Carolina","Mecklenburg County","Charlotte-Concord-Gastonia, NC-SC"
"2550285","Norwood, MA","City",31343,"Massachusetts","Norfolk County","Boston-Cambridge-Newton, MA-NH"
"1344340","LaGrange, GA","City",31173,"Georgia","Troup County","LaGrange, GA-AL"
"1050670","Newark, DE","City",30655,"Delaware","New Castle County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
"1345488","Lawrenceville, GA","City",30465,"Georgia","Gwinnett County","Atlanta-Sandy Springs-Alpharetta, GA"
"4866644","Seguin, TX","City",30318,"Texas","Guadalupe County","San Antonio-New Braunfels, TX"
"1315172","Chamblee, GA","City",29980,"Georgia","DeKalb County","Atlanta-Sandy Springs-Alpharetta, GA"
"5525950","Fitchburg, WI","City",29826,"Wisconsin","Dane County","Madison, WI"
"3744520","Morrisville, NC","City",29756,"North Carolina","Wake County","Raleigh-Cary, NC"
"3741960","Matthews, NC","City",29613,"North Carolina","Mecklenburg County","Charlotte-Concord-Gastonia, NC-SC"
"2445900","Laurel, MD","City",29581,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"1348624","McDonough, GA","City",29134,"Georgia","Henry County","Atlanta-Sandy Springs-Alpharetta, GA"
"1373704","Stockbridge, GA","City",28858,"Georgia","Henry County","Atlanta-Sandy Springs-Alpharetta, GA"
"3665255","Saratoga Springs, NY","City",28505,"New York","Saratoga County","Albany-Schenectady-Troy, NY"
"5129744","Fredericksburg, VA","City",28258,"Virginia","Fredericksburg city","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"51630","Fredericksburg County, VA","County",28258,"Virginia","Fredericksburg city","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"2946586","Maryland Heights, MO","City",28099,"Missouri","St. Louis County","St. Louis, MO-IL"
"2747680","Oakdale, MN","City",28029,"Minnesota","Washington County","Minneapolis-St. Paul-Bloomington, MN-WI"
"4174950","Tualatin, OR","City",27804,"Oregon","Washington County","Portland-Vancouver-Hillsboro, OR-WA"
"5179950","Tysons Corner, VA","City",27617,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"3735600","Kernersville, NC","City",27177,"North Carolina","Forsyth County","Winston-Salem, NC"
"1254450","Palm Springs, FL","City",26692,"Florida","Palm Beach County","Miami-Fort Lauderdale-Pompano Beach, FL"
"4971070","South Salt Lake, UT","City",26315,"Utah","Salt Lake County","Salt Lake City, UT"
"4182800","Wilsonville, OR","City",25992,"Oregon","Clackamas County","Portland-Vancouver-Hillsboro, OR-WA"
"2475725","Suitland, MD","City",25839,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"4826604","Forney, TX","City",25269,"Texas","Kaufman County","Dallas-Fort Worth-Arlington, TX"
"2425750","Elkridge, MD","City",25251,"Maryland","Howard County","Baltimore-Columbia-Towson, MD"
"1982695","Waukee, IA","City",25045,"Iowa","Dallas County","Des Moines-West Des Moines, IA"
"2434775","Greenbelt, MD","City",24646,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"2604105","Auburn Hills, MI","City",24593,"Michigan","Oakland County","Detroit-Warren-Dearborn, MI"
"3913190","Centerville, OH","City",24510,"Ohio","Montgomery County","Dayton-Kettering, OH"
"5136648","Herndon, VA","City",24456,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"2445325","Landover, MD","City",24430,"Maryland","Prince George's County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"4239736","King of Prussia, PA","City",24423,"Pennsylvania","Montgomery County","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
"5126496","Fairfax, VA","City",24242,"Virginia","Fairfax city","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"3138295","Papillion, NE","City",24016,"Nebraska","Sarpy County","Omaha-Council Bluffs, NE-IA"
"5667235","Rock Springs, WY","City",23361,"Wyoming","Sweetwater County","Rock Springs, WY"
"2418250","Cockeysville, MD","City",23246,"Maryland","Baltimore County","Baltimore-Columbia-Towson, MD"
"0609598","Calabasas, CA","City",23106,"California","Los Angeles County","Los Angeles-Long Beach-Anaheim, CA"
"2567700","Stoneham, MA","City",22992,"Massachusetts","Middlesex County","Boston-Cambridge-Newton, MA-NH"
"5147064","Lorton, VA","City",22049,"Virginia","Fairfax County","Washington-Arlington-Alexandria, DC-VA-MD-WV"
"5364365","Silverdale, WA","City",21774,"Washington","Kitsap County","Bremerton-Silverdale-Port Orchard, WA"
